keyword,cluster_id,silhoutte_score,avg_cos_sim_to_centroid,cos_sim_to_centroid,centroid_ratio
aggregation,4,-0.17,0.43,0.54,0.95
aggressive,32,-0.17,0.52,0.56,0.90
aggressor,11,-0.18,0.46,0.52,0.96
aggressor-country,11,-0.18,0.46,0.57,0.89
agile,19,-0.17,0.51,0.65,0.91
agility,19,-0.17,0.51,0.69,0.83
agree,26,-0.14,0.56,0.62,0.86
agreement,2,-0.20,0.46,0.60,0.92
agricultural,35,-0.17,0.47,0.68,0.87
agricultural-machinery,35,-0.17,0.47,0.60,0.86
agricultural-tourism,24,-0.16,0.46,0.52,0.90
agriculture,35,-0.17,0.47,0.70,0.95
agri-food,35,-0.17,0.47,0.61,0.89
agv,4,-0.17,0.43,0.55,0.98
ahrs,4,-0.17,0.43,0.56,0.95
ai,19,-0.17,0.51,0.68,0.87
aia,15,-0.18,0.43,0.53,0.87
aicm,22,0.37,0.21,0.52,0.77
ailment,11,-0.18,0.46,0.52,0.96
aip,15,-0.18,0.43,0.55,0.89
aiport,38,-0.14,0.48,0.61,0.89
air,29,-0.12,0.59,0.59,0.96
airasia-x,36,-0.10,0.57,0.70,0.81
airbag,12,-0.15,0.52,0.62,0.97
airbaltic,36,-0.10,0.57,0.73,0.83
airbase,38,-0.14,0.48,0.66,0.99
airborne,0,-0.11,0.56,0.55,0.94
air-bridge,17,-0.17,0.48,0.55,0.99
airbus,36,-0.10,0.57,0.71,0.93
airbus-320,36,-0.10,0.57,0.58,0.96
airbus-a220,36,-0.10,0.57,0.69,0.94
airbus-a320,0,-0.11,0.56,0.71,0.98
airbus-a320-aircraft,36,-0.10,0.57,0.60,0.92
airbus-a320neo,36,-0.10,0.57,0.64,0.96
airbus-a320neo-aircraft,36,-0.10,0.57,0.58,0.92
airbus-a320neos,36,-0.10,0.57,0.62,0.91
airbus-a320s,36,-0.10,0.57,0.66,0.87
airbus-a321,36,-0.10,0.57,0.62,0.96
airbus-a321neos,36,-0.10,0.57,0.51,0.88
airbus-a330,36,-0.10,0.57,0.71,0.95
airbus-a340,36,-0.10,0.57,0.67,0.97
airbus-a350,36,-0.10,0.57,0.69,0.96
airbus-a350s,36,-0.10,0.57,0.62,0.92
airbus-a380s,36,-0.10,0.57,0.69,0.86
air-cargo,35,-0.17,0.47,0.56,1.00
air-cargo-business,25,-0.18,0.39,0.50,0.94
air-cargo-capacity,6,-0.14,0.54,0.56,0.96
air-cargo-logistics,22,0.37,0.21,0.51,0.75
air-cargo-market,10,-0.19,0.51,0.59,0.98
air-cargo-operation,22,0.37,0.21,0.51,0.75
air-cargo-services,36,-0.10,0.57,0.54,0.94
air-carrier,36,-0.10,0.57,0.70,0.90
air-circulation,12,-0.15,0.52,0.50,0.92
air-combat,0,-0.11,0.56,0.68,0.81
air-connection,36,-0.10,0.57,0.65,0.87
air-connectivity,24,-0.16,0.46,0.66,0.93
aircraft,0,-0.11,0.56,0.76,0.92
aircraft-cabin,0,-0.11,0.56,0.52,0.96
aircraft-cabin-lighting-market,10,-0.19,0.51,0.59,0.99
aircraft-carrier,0,-0.11,0.56,0.65,0.94
aircraft-cockpit,4,-0.17,0.43,0.51,0.97
aircraft-crash,11,-0.18,0.46,0.51,0.91
aircraft-engine,0,-0.11,0.56,0.63,0.90
aircraft-fleet,36,-0.10,0.57,0.54,0.99
aircraft-flight,0,-0.11,0.56,0.53,0.96
aircraft-handling,35,-0.17,0.47,0.52,0.95
aircraft-industry,35,-0.17,0.47,0.56,0.98
aircraft-interface-device-market,10,-0.19,0.51,0.62,0.90
aircraft-interiors,0,-0.11,0.56,0.51,0.98
aircraft-landing,0,-0.11,0.56,0.60,0.89
aircraft-landing-gear,0,-0.11,0.56,0.58,0.95
aircraft-landing-gear-market,10,-0.19,0.51,0.66,0.94
aircraft-leasing,35,-0.17,0.47,0.52,0.92
aircraft-maintenance,35,-0.17,0.47,0.67,0.90
aircraft-maintenance-engineer,11,-0.18,0.46,0.52,0.94
aircraft-manufacturer,36,-0.10,0.57,0.66,0.91
aircraft-manufacturing,35,-0.17,0.47,0.59,0.88
aircraft-model,0,-0.11,0.56,0.59,0.92
aircraft-movement,25,-0.18,0.39,0.52,0.96
aircraft-operation,0,-0.11,0.56,0.58,0.92
aircraft-operator,11,-0.18,0.46,0.51,0.98
aircraft-parts,0,-0.11,0.56,0.50,0.97
aircrafts,0,-0.11,0.56,0.73,0.86
aircraft-safety,0,-0.11,0.56,0.52,0.94
aircraft-seating-market,10,-0.19,0.51,0.59,0.93
aircraft-sensors,4,-0.17,0.43,0.51,0.93
aircraft-system,0,-0.11,0.56,0.65,0.89
aircraft-type,0,-0.11,0.56,0.51,0.96
aircraft-weight,0,-0.11,0.56,0.54,0.94
aircraft-wings,0,-0.11,0.56,0.57,0.97
air-crew,17,-0.17,0.48,0.58,0.97
aircrew,0,-0.11,0.56,0.69,0.86
air-defence,0,-0.11,0.56,0.69,0.83
air-defense,0,-0.11,0.56,0.69,0.87
airfare,17,-0.17,0.48,0.54,0.91
airfield,29,-0.12,0.59,0.67,0.93
air-flight,11,-0.18,0.46,0.51,0.99
airframe,0,-0.11,0.56,0.75,0.85
air-freight,35,-0.17,0.47,0.58,0.97
air-freight-capacity,6,-0.14,0.54,0.55,0.94
air-freight-transportation,22,0.37,0.21,0.53,0.81
airlander,0,-0.11,0.56,0.61,0.91
airline,36,-0.10,0.57,0.70,0.92
airline-captain,11,-0.18,0.46,0.51,0.93
airline-carrier,11,-0.18,0.46,0.51,0.91
airline-company,36,-0.10,0.57,0.74,0.84
airline-crew,17,-0.17,0.48,0.52,0.93
airline-flight,11,-0.18,0.46,0.52,0.98
airline-industry,6,-0.14,0.54,0.54,0.95
airline-operator,36,-0.10,0.57,0.58,0.91
airline-pilot,11,-0.18,0.46,0.53,0.95
airliner,0,-0.11,0.56,0.67,0.95
airliners,0,-0.11,0.56,0.66,1.00
airlines,36,-0.10,0.57,0.60,0.96
airlines-flight,36,-0.10,0.57,0.53,0.99
airlines-group,36,-0.10,0.57,0.56,0.93
airline-spokesman,11,-0.18,0.46,0.50,0.89
airline-spokesperson,11,-0.18,0.46,0.58,0.91
airline-traffic,6,-0.14,0.54,0.66,0.87
airline-travel,6,-0.14,0.54,0.57,0.98
airlink,36,-0.10,0.57,0.73,0.83
air-logistics,35,-0.17,0.47,0.54,0.95
airnav,22,0.37,0.21,0.51,0.87
air-navigation,0,-0.11,0.56,0.55,0.97
air-navigation-services,22,0.37,0.21,0.53,0.96
air-operator,22,0.37,0.21,0.51,0.96
air-passengers,17,-0.17,0.48,0.60,0.95
air-passenger-traffic,6,-0.14,0.54,0.64,0.91
air-peace,36,-0.10,0.57,0.72,0.82
airplane,0,-0.11,0.56,0.68,0.94
air-policing,0,-0.11,0.56,0.54,0.94
air-pollution,37,-0.11,0.58,0.60,0.96
airport,29,-0.12,0.59,0.67,0.87
airport-development,35,-0.17,0.47,0.53,0.99
airport-information-systems-market,10,-0.19,0.51,0.60,0.96
airport-infrastructure,35,-0.17,0.47,0.58,0.94
airport-lounge,17,-0.17,0.48,0.55,0.96
airport-operation,35,-0.17,0.47,0.54,0.99
airport-operations,35,-0.17,0.47,0.62,0.88
airport-operator,36,-0.10,0.57,0.66,0.91
airports,29,-0.12,0.59,0.51,0.98
airport-spokesperson,11,-0.18,0.46,0.55,0.94
airport-taxi,22,0.37,0.21,0.51,0.99
airport-traffic,6,-0.14,0.54,0.55,0.96
airport-transfer,17,-0.17,0.48,0.64,0.86
airport-transportation,17,-0.17,0.48,0.56,0.89
airport-travel,17,-0.17,0.48,0.54,0.95
airport-worker,11,-0.18,0.46,0.62,0.87
air-purification,4,-0.17,0.43,0.53,0.96
air-purifier,12,-0.15,0.52,0.50,0.96
air-route,36,-0.10,0.57,0.63,0.96
air-routes,36,-0.10,0.57,0.58,0.99
air-service,36,-0.10,0.57,0.62,0.97
air-services,36,-0.10,0.57,0.62,0.98
airship,0,-0.11,0.56,0.72,0.80
air-shipment,22,0.37,0.21,0.51,0.93
airspace,29,-0.12,0.59,0.54,0.98
airspace-management,35,-0.17,0.47,0.62,0.94
airspeed,0,-0.11,0.56,0.54,0.92
air-strike,11,-0.18,0.46,0.54,0.95
airstrike,11,-0.18,0.46,0.53,0.97
airstrip,38,-0.14,0.48,0.62,1.00
air-surveillance,0,-0.11,0.56,0.62,0.86
air-tahiti-nui,36,-0.10,0.57,0.78,0.71
air-taxi,0,-0.11,0.56,0.60,0.94
air-to-air,0,-0.11,0.56,0.72,0.82
air-traffic,6,-0.14,0.54,0.63,0.92
air-traffic-control,0,-0.11,0.56,0.63,0.90
air-traffic-control-equipment,22,0.37,0.21,0.52,0.89
air-traffic-controller,11,-0.18,0.46,0.60,0.96
air-traffic-control-market,10,-0.19,0.51,0.56,0.95
air-traffic-control-service,22,0.37,0.21,0.50,0.92
air-traffic-control-system,0,-0.11,0.56,0.60,0.89
air-traffic-control-tower,0,-0.11,0.56,0.52,0.98
air-traffic-flow-management,22,0.37,0.21,0.50,0.92
air-traffic-growth,25,-0.18,0.39,0.54,0.93
air-traffic-management,35,-0.17,0.47,0.68,0.90
air-traffic-management-market,10,-0.19,0.51,0.63,0.92
air-traffic-management-system,4,-0.17,0.43,0.56,0.99
air-traffic-service,22,0.37,0.21,0.50,0.73
air-traffic-volume,25,-0.18,0.39,0.51,1.00
air-transport,35,-0.17,0.47,0.72,0.86
air-transportation,35,-0.17,0.47,0.63,0.86
air-transport-infrastructure,24,-0.16,0.46,0.53,0.96
air-transport-sector,24,-0.16,0.46,0.51,0.96
air-transport-service,22,0.37,0.21,0.53,0.74
air-travel,6,-0.14,0.54,0.70,0.93
air-travel-demand,6,-0.14,0.54,0.74,0.83
air-travel-recovery,6,-0.14,0.54,0.54,0.95
air-turbulence,12,-0.15,0.52,0.55,0.98
airway,12,-0.15,0.52,0.51,0.91
airways,36,-0.10,0.57,0.60,0.92
airways-flight,36,-0.10,0.57,0.53,0.95
airworthiness,0,-0.11,0.56,0.55,0.92
ais,4,-0.17,0.43,0.56,0.94
aisha,31,-0.17,0.48,0.50,0.92
ak,38,-0.14,0.48,0.55,0.89
alarming,32,-0.17,0.52,0.66,0.83
albanian,30,-0.13,0.56,0.76,0.73
alcohol,9,-0.15,0.55,0.51,0.94
alcoholic-beverage,11,-0.18,0.46,0.51,0.90
algarve,17,-0.17,0.48,0.55,0.98
ali,31,-0.17,0.48,0.74,0.76
alibaba,15,-0.18,0.43,0.62,0.87
align,26,-0.14,0.56,0.60,0.90
alignment,19,-0.17,0.51,0.56,0.88
allay,26,-0.14,0.56,0.54,0.88
allegation,11,-0.18,0.46,0.58,0.95
allegiant,36,-0.10,0.57,0.67,0.87
allegiant-air,36,-0.10,0.57,0.80,0.76
allegiant-air-flight,11,-0.18,0.46,0.53,0.90
allen,31,-0.17,0.48,0.55,0.98
alleviate,26,-0.14,0.56,0.58,0.89
alliance,30,-0.13,0.56,0.53,0.93
alliance-air,36,-0.10,0.57,0.69,0.90
allied-aircraft,0,-0.11,0.56,0.65,0.82
allied-sectors,35,-0.17,0.47,0.56,0.96
allies,30,-0.13,0.56,0.61,0.90
allocate,26,-0.14,0.56,0.64,0.81
allocation,2,-0.20,0.46,0.63,0.83
allow,26,-0.14,0.56,0.60,0.89
allowed,14,-0.13,0.58,0.74,0.78
alloy,12,-0.15,0.52,0.57,0.91
ally,30,-0.13,0.56,0.55,0.93
alter,26,-0.14,0.56,0.68,0.81
alternate-flight,11,-0.18,0.46,0.58,0.88
alternative-approach,11,-0.18,0.46,0.50,0.94
alternative-flight,11,-0.18,0.46,0.54,0.97
alternative-fuel,37,-0.11,0.58,0.65,0.84
altimeters,0,-0.11,0.56,0.54,0.91
altitude,0,-0.11,0.56,0.55,0.98
aluminium,37,-0.11,0.58,0.57,1.00
aluminum,12,-0.15,0.52,0.58,0.98
amadeus,15,-0.18,0.43,0.63,0.84
amazing,32,-0.17,0.52,0.51,0.97
ambassador,30,-0.13,0.56,0.65,0.95
amber-list,17,-0.17,0.48,0.53,0.94
ambition,19,-0.17,0.51,0.52,0.94
ambulance,9,-0.15,0.55,0.52,0.99
amend,26,-0.14,0.56,0.51,0.97
american,30,-0.13,0.56,0.63,0.85
american-aircraft,0,-0.11,0.56,0.63,0.89
american-airline,36,-0.10,0.57,0.75,0.76
american-carrier,36,-0.10,0.57,0.64,0.83
american-flight,11,-0.18,0.46,0.57,0.92
american-man,11,-0.18,0.46,0.59,0.86
amex,15,-0.18,0.43,0.54,0.92
amlo,30,-0.13,0.56,0.59,0.91
ammonia,37,-0.11,0.58,0.73,0.84
amnesty,30,-0.13,0.56,0.54,0.96
amphibious-landing,11,-0.18,0.46,0.60,0.94
amplified,32,-0.17,0.52,0.50,0.95
amplify,26,-0.14,0.56,0.61,0.88
ams,15,-0.18,0.43,0.60,0.85
ana,38,-0.14,0.48,0.50,0.99
anadolujet,36,-0.10,0.57,0.73,0.78
analog,4,-0.17,0.43,0.56,0.95
analyse,26,-0.14,0.56,0.51,0.89
analysis-timeframe,10,-0.19,0.51,0.61,0.88
analytical-solution,4,-0.17,0.43,0.56,0.88
analytics,19,-0.17,0.51,0.62,0.88
anani,31,-0.17,0.48,0.57,0.93
anc,30,-0.13,0.56,0.53,0.95
and,19,-0.17,0.51,0.55,0.99
anger,7,-0.19,0.45,0.54,0.94
angle,12,-0.15,0.52,0.64,0.88
angry,32,-0.17,0.52,0.68,0.83
angry-customer,11,-0.18,0.46,0.54,0.88
animal,9,-0.15,0.55,0.60,0.94
anna-maria-island,38,-0.14,0.48,0.52,0.92
annoyed,32,-0.17,0.52,0.68,0.83
annual-profit,13,-0.20,0.50,0.55,0.96
answer,26,-0.14,0.56,0.56,0.91
antenna,12,-0.15,0.52,0.58,0.98
anti-aircraft,0,-0.11,0.56,0.66,0.79
anti-aircraft-fire,0,-0.11,0.56,0.57,0.87
antigua,38,-0.14,0.48,0.62,0.96
anti-terror,30,-0.13,0.56,0.53,0.96
anxiety,20,-0.14,0.55,0.52,0.90
anxious,32,-0.17,0.52,0.61,0.89
anyone,9,-0.15,0.55,0.61,0.88
anything,9,-0.15,0.55,0.54,0.90
aon,15,-0.18,0.43,0.64,0.83
ap,31,-0.17,0.48,0.53,0.98
apache-attack-helicopter,0,-0.11,0.56,0.71,0.80
aperture,12,-0.15,0.52,0.59,0.89
apology,11,-0.18,0.46,0.56,0.95
apology-letter,11,-0.18,0.46,0.50,0.90
app,18,-0.20,0.45,0.70,0.92
app-development,19,-0.17,0.51,0.55,0.97
appeal,26,-0.14,0.56,0.57,0.90
appease,26,-0.14,0.56,0.61,0.86
appliance,12,-0.15,0.52,0.57,0.94
applicable,21,-0.18,0.50,0.58,0.89
applicant,2,-0.20,0.46,0.61,0.91
application,18,-0.20,0.45,0.56,0.93
application-market,10,-0.19,0.51,0.60,0.85
application-scenario,4,-0.17,0.43,0.61,0.85
application-scope,10,-0.19,0.51,0.52,0.91
apply,26,-0.14,0.56,0.71,0.82
appoint,26,-0.14,0.56,0.57,0.86
appreciate,26,-0.14,0.56,0.56,0.88
apprehensive,32,-0.17,0.52,0.58,0.88
approach,19,-0.17,0.51,0.57,0.91
approaching,16,-0.21,0.42,0.56,0.90
approaching-hurricane,11,-0.18,0.46,0.61,0.86
appropriate,21,-0.18,0.50,0.65,0.89
approval,2,-0.20,0.46,0.58,0.89
approve,26,-0.14,0.56,0.54,0.94
april-june-quarter,13,-0.20,0.50,0.68,0.88
apron,12,-0.15,0.52,0.54,0.95
arab,30,-0.13,0.56,0.66,0.86
arab-army,30,-0.13,0.56,0.52,1.00
arab-country,30,-0.13,0.56,0.64,0.94
arabian-gulf,24,-0.16,0.46,0.67,0.94
arable-land,37,-0.11,0.58,0.56,0.91
arab-region,24,-0.16,0.46,0.66,0.86
aramco,15,-0.18,0.43,0.57,0.95
arbitration,2,-0.20,0.46,0.58,0.88
archer,38,-0.14,0.48,0.50,0.97
archipelago,29,-0.12,0.59,0.70,0.88
architecture,19,-0.17,0.51,0.64,0.88
area,29,-0.12,0.59,0.69,0.82
arena,34,-0.17,0.50,0.55,0.95
argentine,30,-0.13,0.56,0.57,0.90
arguable,32,-0.17,0.52,0.53,0.93
argue,26,-0.14,0.56,0.59,0.92
arik-air,36,-0.10,0.57,0.71,0.79
arinc,4,-0.17,0.43,0.53,0.92
arlanda,36,-0.10,0.57,0.68,0.89
armada,38,-0.14,0.48,0.55,0.95
armenian,30,-0.13,0.56,0.80,0.69
armored-vehicle,0,-0.11,0.56,0.57,0.98
armoured,0,-0.11,0.56,0.50,0.90
armoured-vehicle,0,-0.11,0.56,0.58,0.98
armrest,12,-0.15,0.52,0.60,0.89
army,30,-0.13,0.56,0.62,0.92
army-aviation,0,-0.11,0.56,0.61,0.83
arpu,13,-0.20,0.50,0.57,0.96
arr,13,-0.20,0.50,0.53,0.93
arrange,26,-0.14,0.56,0.56,0.86
arrival,34,-0.17,0.50,0.53,0.97
arrivals,17,-0.17,0.48,0.62,0.96
arrive,26,-0.14,0.56,0.56,0.90
arriving,17,-0.17,0.48,0.50,0.99
ar-technology,4,-0.17,0.43,0.56,0.95
articles,18,-0.20,0.45,0.51,0.91
articulate,26,-0.14,0.56,0.61,0.83
artificial-intelligence,19,-0.17,0.51,0.69,0.85
artillery,0,-0.11,0.56,0.62,0.87
artsakh,30,-0.13,0.56,0.66,0.89
arup,15,-0.18,0.43,0.56,0.90
as2,0,-0.11,0.56,0.58,0.94
ascend,26,-0.14,0.56,0.53,0.95
ascribe,26,-0.14,0.56,0.56,0.87
asean,24,-0.16,0.46,0.68,0.89
ash,12,-0.15,0.52,0.55,0.95
asian-continent,24,-0.16,0.46,0.56,0.89
ask,26,-0.14,0.56,0.61,0.86
asos,15,-0.18,0.43,0.53,0.91
assassination,30,-0.13,0.56,0.61,0.91
assemble,26,-0.14,0.56,0.63,0.81
assertion,11,-0.18,0.46,0.53,0.93
assess,26,-0.14,0.56,0.61,0.85
assessment-period,10,-0.19,0.51,0.69,0.87
asset-management-market,10,-0.19,0.51,0.53,0.89
assign,26,-0.14,0.56,0.64,0.79
assignment,11,-0.18,0.46,0.50,0.99
assist,26,-0.14,0.56,0.56,0.88
assistant,31,-0.17,0.48,0.59,0.90
assistant-secretary,31,-0.17,0.48,0.61,0.85
assume,26,-0.14,0.56,0.60,0.87
assure,26,-0.14,0.56,0.62,0.82
asymptomatic-case,11,-0.18,0.46,0.59,0.86
atc,15,-0.18,0.43,0.59,0.91
atc-system,22,0.37,0.21,0.55,0.93
atg,15,-0.18,0.43,0.52,0.87
athlete,34,-0.17,0.50,0.52,0.99
atlantic,29,-0.12,0.59,0.67,0.88
atlantic-ocean,29,-0.12,0.59,0.78,0.75
atmosphere,12,-0.15,0.52,0.58,0.99
atmospheric,12,-0.15,0.52,0.50,0.94
attain,26,-0.14,0.56,0.62,0.81
attempt,14,-0.13,0.58,0.55,0.91
attempted,14,-0.13,0.58,0.54,0.87
attempted-cover-up,11,-0.18,0.46,0.60,0.81
attend,26,-0.14,0.56,0.51,0.91
attest,26,-0.14,0.56,0.60,0.81
attract,26,-0.14,0.56,0.64,0.84
attribute,26,-0.14,0.56,0.54,0.88
audio,18,-0.20,0.45,0.67,0.87
aug,27,-0.19,0.54,0.52,0.91
augment,26,-0.14,0.56,0.63,0.85
augmentation,4,-0.17,0.43,0.51,0.92
augmented-reality,4,-0.17,0.43,0.58,0.99
august,33,-0.03,0.67,0.54,0.94
aukus,30,-0.13,0.56,0.56,0.89
aurora,38,-0.14,0.48,0.62,0.94
australian,30,-0.13,0.56,0.62,0.86
australian-airline,36,-0.10,0.57,0.73,0.81
australian-flag-carrier,36,-0.10,0.57,0.68,0.80
austrian,30,-0.13,0.56,0.67,0.84
authorisation,2,-0.20,0.46,0.60,0.89
authority,2,-0.20,0.46,0.62,0.88
authorization,2,-0.20,0.46,0.57,0.91
authorize,26,-0.14,0.56,0.54,0.94
automate,26,-0.14,0.56,0.54,0.95
automated,3,0.12,0.82,0.63,0.91
automated-testing,4,-0.17,0.43,0.63,0.93
automatic,4,-0.17,0.43,0.52,0.99
automatically,18,-0.20,0.45,0.60,0.92
automatic-dependent-surveillance-broadcast,0,-0.11,0.56,0.59,0.92
automatic-driving,4,-0.17,0.43,0.50,0.92
automatic-flight-control-system,0,-0.11,0.56,0.64,0.99
automatic-stay,2,-0.20,0.46,0.50,0.97
automation,19,-0.17,0.51,0.76,0.83
automation-technology,19,-0.17,0.51,0.61,0.99
automobile,35,-0.17,0.47,0.55,0.92
automotive,35,-0.17,0.47,0.63,0.94
automotive-aerospace,35,-0.17,0.47,0.53,0.88
automotive-industry,10,-0.19,0.51,0.59,0.99
automotive-transportation,35,-0.17,0.47,0.53,0.88
autonomous,3,0.12,0.82,1.00,0.00
autonomous-aircraft,0,-0.11,0.56,0.72,0.84
autonomous-flight,0,-0.11,0.56,0.66,0.88
autonomous-region,24,-0.16,0.46,0.64,0.87
autonomous-technology,0,-0.11,0.56,0.57,0.99
autonomy,19,-0.17,0.51,0.54,0.90
autumn,33,-0.03,0.67,0.71,0.80
avail,26,-0.14,0.56,0.54,0.87
available,21,-0.18,0.50,0.61,0.90
avelo,36,-0.10,0.57,0.65,0.81
avenue,38,-0.14,0.48,0.56,0.95
average,13,-0.20,0.50,0.50,0.93
average-growth,13,-0.20,0.50,0.53,0.98
avert,26,-0.14,0.56,0.54,0.92
avgas,0,-0.11,0.56,0.52,0.94
avianca,36,-0.10,0.57,0.69,0.85
aviation,35,-0.17,0.47,0.79,0.81
aviation-analytics-market,10,-0.19,0.51,0.66,0.95
aviation-business,6,-0.14,0.54,0.51,1.00
aviation-demand,6,-0.14,0.54,0.69,0.86
aviation-director,31,-0.17,0.48,0.54,0.92
aviation-engineering,35,-0.17,0.47,0.55,0.97
aviation-firm,36,-0.10,0.57,0.52,0.99
aviation-fuel,37,-0.11,0.58,0.64,0.90
aviation-fuel-demand,25,-0.18,0.39,0.53,0.98
aviation-fuel-market,10,-0.19,0.51,0.66,0.87
aviation-fuels,37,-0.11,0.58,0.57,0.99
aviation-group,36,-0.10,0.57,0.56,0.96
aviation-hub,24,-0.16,0.46,0.56,0.93
aviation-industries,35,-0.17,0.47,0.63,0.87
aviation-industry,6,-0.14,0.54,0.54,0.98
aviation-infrastructure,24,-0.16,0.46,0.55,0.99
aviation-logistics,35,-0.17,0.47,0.59,0.90
aviation-maintenance,35,-0.17,0.47,0.52,0.94
aviation-manufacturing,35,-0.17,0.47,0.51,0.94
aviation-market,10,-0.19,0.51,0.62,0.90
aviation-operations,35,-0.17,0.47,0.58,0.95
aviation-related,35,-0.17,0.47,0.52,0.86
aviation-sector,6,-0.14,0.54,0.61,0.93
aviation-security,35,-0.17,0.47,0.54,0.92
aviation-services,35,-0.17,0.47,0.65,0.86
aviation-systems,0,-0.11,0.56,0.61,0.94
aviation-technology,35,-0.17,0.47,0.57,0.95
aviation-traffic,25,-0.18,0.39,0.53,0.92
aviation-unit,0,-0.11,0.56,0.53,0.91
aviator,0,-0.11,0.56,0.52,0.96
avionic,0,-0.11,0.56,0.58,0.91
avionics,0,-0.11,0.56,0.56,0.99
avionics-system,0,-0.11,0.56,0.69,0.92
avoid,26,-0.14,0.56,0.61,0.85
avolon,36,-0.10,0.57,0.57,0.93
awang,31,-0.17,0.48,0.55,0.85
aware,32,-0.17,0.52,0.62,0.94
awareness,19,-0.17,0.51,0.54,0.90
away,9,-0.15,0.55,0.52,0.93
awful,32,-0.17,0.52,0.74,0.82
axis,12,-0.15,0.52,0.52,0.94
azal,36,-0.10,0.57,0.61,0.88
azerbaijani,30,-0.13,0.56,0.67,0.84
azhar,31,-0.17,0.48,0.54,0.86
azimut,15,-0.18,0.43,0.51,0.89
b,27,-0.19,0.54,0.52,0.94
b-21,0,-0.11,0.56,0.63,0.86
b2b,19,-0.17,0.51,0.58,0.93
b737-max,36,-0.10,0.57,0.61,0.92
b777f,22,0.37,0.21,0.56,0.78
b787,36,-0.10,0.57,0.51,0.95
babcock,15,-0.18,0.43,0.59,0.88
baby,9,-0.15,0.55,0.75,0.85
bachelor,34,-0.17,0.50,0.53,0.92
back,9,-0.15,0.55,0.51,0.97
backbone,23,-0.16,0.52,0.57,0.91
backcountry,29,-0.12,0.59,0.54,0.97
backlog,13,-0.20,0.50,0.50,0.96
backpackers,17,-0.17,0.48,0.51,0.90
bad,32,-0.17,0.52,0.71,0.86
bad-weather,20,-0.14,0.55,0.59,0.93
ba-flight,17,-0.17,0.48,0.57,0.94
bag,9,-0.15,0.55,0.71,0.87
bag-drop,17,-0.17,0.48,0.52,0.93
baggage-handler,5,-0.19,0.44,0.51,0.96
baggage-handling-system-market,10,-0.19,0.51,0.60,0.92
baggage-reclaim,17,-0.17,0.48,0.51,0.94
baggage-service,22,0.37,0.21,0.56,0.78
bags,9,-0.15,0.55,0.56,0.97
bahamasair,36,-0.10,0.57,0.76,0.71
bailout,2,-0.20,0.46,0.57,0.93
bailout-package,2,-0.20,0.46,0.55,0.89
baja,38,-0.14,0.48,0.62,0.82
balearic-island,17,-0.17,0.48,0.52,0.96
bali,17,-0.17,0.48,0.60,0.95
ball-screw,12,-0.15,0.52,0.62,0.95
ball-valve,12,-0.15,0.52,0.62,0.86
baltic,24,-0.16,0.46,0.54,0.97
baltic-region,24,-0.16,0.46,0.64,0.86
bamboo,12,-0.15,0.52,0.57,0.87
banana,12,-0.15,0.52,0.53,0.91
band,34,-0.17,0.50,0.66,0.93
bandwidth,4,-0.17,0.43,0.53,0.98
bang,34,-0.17,0.50,0.54,0.93
bank,2,-0.20,0.46,0.56,0.91
banker,31,-0.17,0.48,0.59,0.96
bank-holiday,33,-0.03,0.67,0.67,0.89
bank-holiday-weekend,33,-0.03,0.67,0.78,0.73
banking,35,-0.17,0.47,0.55,0.94
ba-owner,36,-0.10,0.57,0.52,0.93
bar,9,-0.15,0.55,0.58,0.99
barajas,38,-0.14,0.48,0.59,0.88
barge,29,-0.12,0.59,0.62,0.96
bari,38,-0.14,0.48,0.62,0.85
barishal,38,-0.14,0.48,0.52,0.97
barr,31,-0.17,0.48,0.67,0.79
barrel,13,-0.20,0.50,0.59,0.89
base,29,-0.12,0.59,0.51,0.99
based-airline,36,-0.10,0.57,0.74,0.84
based-carrier,36,-0.10,0.57,0.73,0.84
baseline-scenario,6,-0.14,0.54,0.53,0.96
base-scenario,25,-0.18,0.39,0.50,0.95
basis-point,27,-0.19,0.54,0.55,0.97
bat,34,-0.17,0.50,0.57,0.90
bathroom,9,-0.15,0.55,0.64,0.90
battery,12,-0.15,0.52,0.69,0.93
bay-area,29,-0.12,0.59,0.61,0.91
bazaar,38,-0.14,0.48,0.53,0.91
bbc,31,-0.17,0.48,0.55,0.99
bbl,13,-0.20,0.50,0.66,0.86
bcf,27,-0.19,0.54,0.58,0.95
b-d,13,-0.20,0.50,0.56,0.95
be,26,-0.14,0.56,0.55,0.94
beach,29,-0.12,0.59,0.67,0.96
beach-destination,17,-0.17,0.48,0.53,0.96
beach-resort,38,-0.14,0.48,0.62,0.92
beam,12,-0.15,0.52,0.66,0.86
bear,26,-0.14,0.56,0.56,0.88
bearings,12,-0.15,0.52,0.62,0.90
beautiful,16,-0.21,0.42,0.50,0.96
bedlam,7,-0.19,0.45,0.54,0.90
beer,9,-0.15,0.55,0.59,0.97
behave,26,-0.14,0.56,0.58,0.85
beidou-navigation-satellite-system,0,-0.11,0.56,0.57,0.94
belarusian,30,-0.13,0.56,0.78,0.69
belarusian-air-carrier,22,0.37,0.21,0.52,0.68
belarusian-airspace,36,-0.10,0.57,0.51,0.97
belavia,36,-0.10,0.57,0.73,0.77
belgian,30,-0.13,0.56,0.66,0.84
belitung,24,-0.16,0.46,0.60,0.99
bell,34,-0.17,0.50,0.50,0.93
